SelectedPixelDifference,NormalizedActivity,Rat,Condition,Date,RelativeDay
304220.78,-0.312495869612439,Harald,1000Lux4,29-Mar-2024 09:50:32,4.43923032407407
945744.68,-0.155435999428726,Harald,1000Lux4,29-Mar-2024 09:55:32,4.4427025462963
564996.36,-0.248651983606194,Harald,1000Lux4,29-Mar-2024 10:00:32,4.44617476851852
2069520.585,0.119690301796975,Harald,1000Lux4,29-Mar-2024 10:05:32,4.44964699074074
1999561.76,0.102562765359586,Harald,1000Lux4,29-Mar-2024 10:10:32,4.45311921296296
6210674.175,1.13354036296574,Harald,1000Lux4,29-Mar-2024 10:15:32,4.45659143518519
509542.785,-0.262228299766391,Harald,1000Lux4,29-Mar-2024 10:20:32,4.46006365740741
284790.753032345,-0.317252789055668,Harald,1000Lux4,29-Mar-2024 10:25:32,4.46351798817011
325751.58113962,-0.307224632123174,Harald,1000Lux4,29-Mar-2024 10:30:32,4.46700754069631
268191.15,-0.321316755335586,Harald,1000Lux4,29-Mar-2024 10:35:32,4.47048032407407
78979.025,-0.367640254412839,Harald,1000Lux4,29-Mar-2024 10:40:32,4.4739525462963
739832.86,-0.205847969611742,Harald,1000Lux4,29-Mar-2024 10:45:32,4.47742476851852
239574.88,-0.328322679279093,Harald,1000Lux4,29-Mar-2024 10:50:32,4.48089699074074
744984.285,-0.204586781771724,Harald,1000Lux4,29-Mar-2024 10:55:32,4.48436921296296
5812789.43,1.03612898608986,Harald,1000Lux4,29-Mar-2024 11:00:32,4.48784143518519
5698506.165,1.00814980282784,Harald,1000Lux4,29-Mar-2024 11:05:32,4.49131365740741
591862.225,-0.242074599241756,Harald,1000Lux4,29-Mar-2024 11:10:32,4.49478587962963
2649196.445,0.261608343073741,Harald,1000Lux4,29-Mar-2024 11:15:32,4.49825810185185
2290839.165,0.173874202730431,Harald,1000Lux4,29-Mar-2024 11:20:32,4.50173032407407
2574087.25523295,0.243219878365853,Harald,1000Lux4,29-Mar-2024 11:25:32,4.50518402074424
4149226.125,0.628850260035084,Harald,1000Lux4,29-Mar-2024 11:30:32,4.50867478009259
6086817.445,1.10321737432076,Harald,1000Lux4,29-Mar-2024 11:35:32,4.51214699074074
1961606.54,0.0932704507225251,Harald,1000Lux4,29-Mar-2024 11:40:32,4.51561921296296
489071.215,-0.267240213004006,Harald,1000Lux4,29-Mar-2024 11:45:32,4.51909143518519
3572618.595,0.487683416821993,Harald,1000Lux4,29-Mar-2024 11:50:32,4.52256365740741
5365393.375,0.926596096794535,Harald,1000Lux4,29-Mar-2024 11:55:32,4.52603587962963
2207725.995,0.153526178766308,Harald,1000Lux4,29-Mar-2024 12:00:32,4.52950810185185
5310177.715,0.913078027722282,Harald,1000Lux4,29-Mar-2024 12:05:32,4.53298032407407
1498079.58546571,-0.0202116554091536,Harald,1000Lux4,29-Mar-2024 12:10:32,4.5364508423683
556534.27,-0.250723698715923,Harald,1000Lux4,29-Mar-2024 12:15:32,4.53992476851852
454421.22,-0.275723332209022,Harald,1000Lux4,29-Mar-2024 12:20:32,4.54339699074074
3526920.34285714,0.47649542904916,Harald,1000Lux4,29-Mar-2024 12:25:32,4.54685890911921
1894268.095,0.0767844438409852,Harald,1000Lux4,29-Mar-2024 12:30:32,4.55034144290124
259753.2,-0.323382560415672,Harald,1000Lux4,29-Mar-2024 12:35:32,4.55381365740741
553036.605,-0.251580007905411,Harald,1000Lux4,29-Mar-2024 12:40:32,4.55728587962963
7042613.63,1.33721835969042,Harald,1000Lux4,29-Mar-2024 12:45:32,4.56075810185185
6128625.545,1.11345296298493,Harald,1000Lux4,29-Mar-2024 12:50:32,4.56423032407407
233778.05,-0.32974187717223,Harald,1000Lux4,29-Mar-2024 12:55:32,4.5677025462963
923476.635,-0.160887731245647,Harald,1000Lux4,29-Mar-2024 13:00:32,4.57117476851852
383318.465,-0.293130929135659,Harald,1000Lux4,29-Mar-2024 13:05:32,4.57464699074074
3556186.735,0.483660517911326,Harald,1000Lux4,29-Mar-2024 13:10:32,4.57811921296296
5003628.785,0.838027768252966,Harald,1000Lux4,29-Mar-2024 13:15:32,4.58159143518519
2874847.815,0.316853011088401,Harald,1000Lux4,29-Mar-2024 13:20:32,4.58506365740741
1898911.57654613,0.0779212753897937,Harald,1000Lux4,29-Mar-2024 13:25:32,4.58852185110084
4240929.905,0.651301463773802,Harald,1000Lux4,29-Mar-2024 13:30:32,4.59200810185185
10102622.13,2.08637912793469,Harald,1000Lux4,29-Mar-2024 13:35:32,4.59548032407407
6634462.245,1.23729347217899,Harald,1000Lux4,29-Mar-2024 13:40:32,4.5989525462963
209395.97,-0.335711173592222,Harald,1000Lux4,29-Mar-2024 13:45:32,4.60242476851852
465461.785,-0.273020346855468,Harald,1000Lux4,29-Mar-2024 13:50:32,4.60589699074074
515886.165,-0.260675293807725,Harald,1000Lux4,29-Mar-2024 13:55:32,4.60936921296296
688226.725,-0.218482343582507,Harald,1000Lux4,29-Mar-2024 14:00:32,4.61284143518519
391783.36,-0.291058527297132,Harald,1000Lux4,29-Mar-2024 14:05:32,4.61631365740741
284789.695,-0.317253048086428,Harald,1000Lux4,29-Mar-2024 14:10:32,4.61978587962963
276921.415,-0.319179384790905,Harald,1000Lux4,29-Mar-2024 14:15:32,4.62325810185185
332542.015,-0.305562177052362,Harald,1000Lux4,29-Mar-2024 14:20:32,4.62673032407407
859923.535353535,-0.176446998141622,Harald,1000Lux4,29-Mar-2024 14:25:32,4.63019449510538
1179074.695,-0.0983114217382249,Harald,1000Lux4,29-Mar-2024 14:30:32,4.63367476851852
898735.43,-0.166944949761572,Harald,1000Lux4,29-Mar-2024 14:35:32,4.63714699074074
175803.375,-0.343935416850866,Harald,1000Lux4,29-Mar-2024 14:40:32,4.64061921296296
0,-0.386976144180526,Harald,1000Lux4,29-Mar-2024 14:45:32,4.64240804334554
92966.0144181256,-0.364215916298123,Harald,1000Lux4,29-Mar-2024 15:25:32,4.67304354045086
174495.31,-0.344255661379702,Harald,1000Lux4,29-Mar-2024 15:30:32,4.67534143904321
893657.445,-0.168188157793097,Harald,1000Lux4,29-Mar-2024 15:35:32,4.67881365740741
218565.43,-0.333466277965956,Harald,1000Lux4,29-Mar-2024 15:40:32,4.68228587962963
669077.713567839,-0.223170463931074,Harald,1000Lux4,29-Mar-2024 15:45:32,4.68413717895031
3818578.65633075,0.547900121613483,Harald,1000Lux4,29-Mar-2024 16:25:32,4.7146004202954
6310939.325,1.1580875878516,Harald,1000Lux4,29-Mar-2024 16:30:32,4.71700810570988
4036442.94,0.601238331009518,Harald,1000Lux4,29-Mar-2024 16:35:32,4.72048032407407
6273116.79,1.1488277575676,Harald,1000Lux4,29-Mar-2024 16:40:32,4.7239525462963
6514681.46280161,1.2079683697119,Harald,1000Lux4,29-Mar-2024 16:45:32,4.72743161056499
158257.505,-0.348231051143619,Harald,1000Lux4,29-Mar-2024 16:50:32,4.73089699074074
317534.33,-0.309236405024005,Harald,1000Lux4,29-Mar-2024 16:55:32,4.73436921296296
1412255.875,-0.0412232822938711,Harald,1000Lux4,29-Mar-2024 17:00:32,4.73784143518519
2518737.765,0.229669044561023,Harald,1000Lux4,29-Mar-2024 17:05:32,4.74131365740741
2731964.26,0.281871816156022,Harald,1000Lux4,29-Mar-2024 17:10:32,4.74478587962963
236941.75,-0.32896733032947,Harald,1000Lux4,29-Mar-2024 17:15:32,4.74825810185185
273583.465,-0.319996592058911,Harald,1000Lux4,29-Mar-2024 17:20:32,4.75173032407407
387108.557951482,-0.292203026828444,Harald,1000Lux4,29-Mar-2024 17:25:32,4.75520098254842
106801.905,-0.360828570668964,Harald,1000Lux4,29-Mar-2024 17:30:32,4.75867476851852
265108.54,-0.322071449473135,Harald,1000Lux4,29-Mar-2024 17:35:32,4.76214699074074
315397.175,-0.309759629937158,Harald,1000Lux4,29-Mar-2024 17:40:32,4.76561921296296
388668.38150289,-0.291821145990499,Harald,1000Lux4,29-Mar-2024 17:45:32,4.76911515200172
530185.29,-0.257174537692107,Harald,1000Lux4,29-Mar-2024 17:50:32,4.77256365740741
110345.215,-0.359961086529058,Harald,1000Lux4,29-Mar-2024 17:55:32,4.77603587962963
651468.73,-0.227481549883182,Harald,1000Lux4,29-Mar-2024 18:00:32,4.77950810185185
589427.74,-0.242670617407353,Harald,1000Lux4,29-Mar-2024 18:05:32,4.78298032407407
166582.83,-0.346192819265216,Harald,1000Lux4,29-Mar-2024 18:10:32,4.7864525462963
278754.185,-0.31873068035717,Harald,1000Lux4,29-Mar-2024 18:15:32,4.78992476851852
542456.74,-0.254170203256608,Harald,1000Lux4,29-Mar-2024 18:20:32,4.79339699074074
444109.910563618,-0.278247778954501,Harald,1000Lux4,29-Mar-2024 18:25:32,4.7968700195935
70644.86,-0.36968065052745,Harald,1000Lux4,29-Mar-2024 18:30:32,4.80034143518519
88606.465,-0.365283234703049,Harald,1000Lux4,29-Mar-2024 18:35:32,4.80381365740741
791602.62,-0.193173536461174,Harald,1000Lux4,29-Mar-2024 18:40:32,4.80728587962963
4770632.97771776,0.780985012332111,Harald,1000Lux4,29-Mar-2024 18:45:32,4.81077233694701
896819.105,-0.167414110389461,Harald,1000Lux4,29-Mar-2024 18:50:32,4.81423032407408
6013745.58,1.08532769377888,Harald,1000Lux4,29-Mar-2024 18:55:32,4.8177025462963
10712102.305,2.23559395401529,Harald,1000Lux4,29-Mar-2024 19:00:32,4.82117476851852
1074261.28,-0.123972166962856,Harald,1000Lux4,29-Mar-2024 19:05:32,4.82464699074074
4422926.635,0.695858467476487,Harald,1000Lux4,29-Mar-2024 19:10:32,4.82811921296296
4477786.655,0.709289467661328,Harald,1000Lux4,29-Mar-2024 19:15:32,4.83159143518519
441435.175,-0.278902616007957,Harald,1000Lux4,29-Mar-2024 19:20:32,4.83506365740741
209477.005050505,-0.335691334339916,Harald,1000Lux4,29-Mar-2024 19:25:32,4.83853868546577
180065.53,-0.342891942849348,Harald,1000Lux4,29-Mar-2024 19:30:32,4.84200810185185
383660.165,-0.29304727308225,Harald,1000Lux4,29-Mar-2024 19:35:32,4.84548032407408
397623.795,-0.289628653892702,Harald,1000Lux4,29-Mar-2024 19:40:32,4.8489525462963
83319.72,-0.366577552005015,Harald,1000Lux4,29-Mar-2024 19:45:32,4.85242476851852
3429213.905,0.452574636003161,Harald,1000Lux4,29-Mar-2024 19:50:32,4.85589699074074
275621.85,-0.319497548323386,Harald,1000Lux4,29-Mar-2024 19:55:32,4.85936921296296
292703.875,-0.315315474001642,Harald,1000Lux4,29-Mar-2024 20:00:32,4.86284143518519
252246.255,-0.325220433965163,Harald,1000Lux4,29-Mar-2024 20:05:32,4.86631365740741
674728.13,-0.221787111461556,Harald,1000Lux4,29-Mar-2024 20:10:32,4.86978587962963
900680.145,-0.166468838605862,Harald,1000Lux4,29-Mar-2024 20:15:32,4.87325810185185
105552.15,-0.361134539562814,Harald,1000Lux4,29-Mar-2024 20:20:32,4.87673032407408
1669019.35157042,0.0216383481115877,Harald,1000Lux4,29-Mar-2024 20:25:32,4.88020900956259
187143.735,-0.341159034755925,Harald,1000Lux4,29-Mar-2024 20:30:32,4.88367476851852
71693.675,-0.369423876387396,Harald,1000Lux4,29-Mar-2024 20:35:32,4.88714699074074
109032.475,-0.360282475605887,Harald,1000Lux4,29-Mar-2024 20:40:32,4.89061921296296
5698062.24593496,1.008041121186,Harald,1000Lux4,29-Mar-2024 20:45:32,4.89410440112792
3956902.66,0.581765033052605,Harald,1000Lux4,29-Mar-2024 20:50:32,4.89756365740741
50145.155,-0.374699451862996,Harald,1000Lux4,29-Mar-2024 20:55:32,4.90103587962963
277135.7,-0.319126922872835,Harald,1000Lux4,29-Mar-2024 21:00:32,4.90450810185185
537663.845,-0.255343614670437,Harald,1000Lux4,29-Mar-2024 21:05:32,4.90798032407407
241003.22,-0.327972988651857,Harald,1000Lux4,29-Mar-2024 21:10:32,4.9114525462963
367388.7,-0.297030903591727,Harald,1000Lux4,29-Mar-2024 21:15:32,4.91492476851852
286842.275,-0.316750529086993,Harald,1000Lux4,29-Mar-2024 21:20:32,4.91839699074074
729873.12815338,-0.208286342041662,Harald,1000Lux4,29-Mar-2024 21:25:32,4.92187558395934
783712.07,-0.195105325376097,Harald,1000Lux4,29-Mar-2024 21:30:32,4.92534143518519
1448578.16,-0.0323307478662739,Harald,1000Lux4,29-Mar-2024 21:35:32,4.92881365740741
1309145.095,-0.0664671831389391,Harald,1000Lux4,29-Mar-2024 21:40:32,4.93228587962963
1477373.72093023,-0.0252809293613534,Harald,1000Lux4,29-Mar-2024 21:45:32,4.93577711357476
5953393.88,1.07055220347,Harald,1000Lux4,29-Mar-2024 21:50:32,4.93923032407407
1367848.475,-0.052095239642922,Harald,1000Lux4,29-Mar-2024 21:55:32,4.9427025462963
806988.895,-0.189406620911946,Harald,1000Lux4,29-Mar-2024 22:00:32,4.94617476851852
1583541.075,0.000711291424102602,Harald,1000Lux4,29-Mar-2024 22:05:32,4.94964699074074
1163918.94,-0.102021900666346,Harald,1000Lux4,29-Mar-2024 22:10:32,4.95311921296296
2084466.135,0.123349317685273,Harald,1000Lux4,29-Mar-2024 22:15:32,4.95659143518519
338056.39,-0.30421213066805,Harald,1000Lux4,29-Mar-2024 22:20:32,4.96006365740741
177634.101958136,-0.343487212600975,Harald,1000Lux4,29-Mar-2024 22:25:32,4.9635477076925
198994.605,-0.338257668019995,Harald,1000Lux4,29-Mar-2024 22:30:32,4.96700810185185
459642.515,-0.274445038578978,Harald,1000Lux4,29-Mar-2024 22:35:32,4.97048032407407
284318.54,-0.3173683977143,Harald,1000Lux4,29-Mar-2024 22:40:32,4.9739525462963
433115.974358974,-0.280939348501807,Harald,1000Lux4,29-Mar-2024 22:45:32,4.97744015906933
436156.845,-0.280194873123533,Harald,1000Lux4,29-Mar-2024 22:50:32,4.98089699074074
1108628.99,-0.11555815764674,Harald,1000Lux4,29-Mar-2024 22:55:32,4.98436921296296
2084331.155,0.12331627146318,Harald,1000Lux4,29-Mar-2024 23:00:32,4.98784143518518
7615574.83,1.47749249708781,Harald,1000Lux4,29-Mar-2024 23:05:32,4.99131365740741
347318.33,-0.301944593801459,Harald,1000Lux4,29-Mar-2024 23:10:32,4.99478587962963
98876.335,-0.362768933288863,Harald,1000Lux4,29-Mar-2024 23:15:32,4.99825810185185
147327.78,-0.350906900304724,Harald,1000Lux4,29-Mar-2024 23:20:32,5.00173032407407
674038.077699294,-0.221956052205258,Harald,1000Lux4,29-Mar-2024 23:25:32,5.00521285317861
889201.15,-0.16927916175133,Harald,1000Lux4,29-Mar-2024 23:30:32,5.00867476851852
515037.44,-0.26088308129362,Harald,1000Lux4,29-Mar-2024 23:35:32,5.01214699074074
1239838.73,-0.0834349822962347,Harald,1000Lux4,29-Mar-2024 23:40:32,5.01561921296296
5030686.155,0.844652037465258,Harald,1000Lux4,29-Mar-2024 23:45:32,5.01909143518518
2699209.935,0.273852800757753,Harald,1000Lux4,29-Mar-2024 23:50:32,5.02256365740741
409415.76,-0.286741708461502,Harald,1000Lux4,29-Mar-2024 23:55:32,5.02603587962963
5482256.56,0.955206904069767,Harald,1000Lux4,30-Mar-2024 00:00:32,5.02950810185185
357763.13,-0.299387465482319,Harald,1000Lux4,30-Mar-2024 00:05:32,5.03298032407407
1597734.885,0.00418626399490145,Harald,1000Lux4,30-Mar-2024 00:10:32,5.0364525462963
1782545.455,0.0494321607304382,Harald,1000Lux4,30-Mar-2024 00:15:32,5.03992476851852
1968898.52,0.0950556958742359,Harald,1000Lux4,30-Mar-2024 00:20:32,5.04339699074074
9388622.09008097,1.91157542447042,Harald,1000Lux4,30-Mar-2024 00:25:32,5.04688552366047
8163601.96,1.61166219816201,Harald,1000Lux4,30-Mar-2024 00:30:32,5.05034143518519
1522390.885,-0.014259687682225,Harald,1000Lux4,30-Mar-2024 00:35:32,5.05381365740741
8859949.5,1.78214416186616,Harald,1000Lux4,30-Mar-2024 00:40:32,5.05728587962963
7917295.335,1.55136064657851,Harald,1000Lux4,30-Mar-2024 00:45:32,5.06075810185185
1428312.8,-0.0372921761323562,Harald,1000Lux4,30-Mar-2024 00:50:32,5.06423032407407
6448189.25,1.19168954002083,Harald,1000Lux4,30-Mar-2024 00:55:32,5.0677025462963
12451650.255,2.66147547644236,Harald,1000Lux4,30-Mar-2024 01:00:32,5.07117476851852
612683.23,-0.23697713624405,Harald,1000Lux4,30-Mar-2024 01:05:32,5.07464699074074
835327.045,-0.182468787169125,Harald,1000Lux4,30-Mar-2024 01:10:32,5.07811921296296
2101963.045,0.127632965439029,Harald,1000Lux4,30-Mar-2024 01:15:32,5.08159143518519
3144796.765,0.382942749979246,Harald,1000Lux4,30-Mar-2024 01:20:32,5.08506365740741
137992.421743521,-0.353192411656493,Harald,1000Lux4,30-Mar-2024 01:25:32,5.08855110980216
492006.775,-0.266521520103373,Harald,1000Lux4,30-Mar-2024 01:30:32,5.09200810185185
190059.15,-0.34044527381665,Harald,1000Lux4,30-Mar-2024 01:35:32,5.09548032407407
178313.68,-0.343320836197797,Harald,1000Lux4,30-Mar-2024 01:40:32,5.0989525462963
3631854.66429298,0.502185774962268,Harald,1000Lux4,30-Mar-2024 01:45:32,5.10242802017006
2302975.975,0.176845574183688,Harald,1000Lux4,30-Mar-2024 01:50:32,5.10589699074074
2539056.93,0.234643645534025,Harald,1000Lux4,30-Mar-2024 01:55:32,5.10936921296296
214297.325,-0.334511208664923,Harald,1000Lux4,30-Mar-2024 02:00:32,5.11284143518519
234150.945,-0.329650583862204,Harald,1000Lux4,30-Mar-2024 02:05:32,5.11631365740741
7914833.225,1.55075786517477,Harald,1000Lux4,30-Mar-2024 02:10:32,5.11978587962963
3661972.465,0.50955930830882,Harald,1000Lux4,30-Mar-2024 02:15:32,5.12325810185185
2078259.01515152,0.121829671359366,Harald,1000Lux4,30-Mar-2024 02:20:32,5.12671319288564
468978.138953682,-0.272159462178396,Harald,1000Lux4,30-Mar-2024 02:25:32,5.13020200828119
277706.815,-0.318987100727844,Harald,1000Lux4,30-Mar-2024 02:30:32,5.13367476851852
441018.08,-0.279004730499021,Harald,1000Lux4,30-Mar-2024 02:35:32,5.13714699074074
75398.655,-0.368516811696846,Harald,1000Lux4,30-Mar-2024 02:40:32,5.14061921296296
975464.4375,-0.14815991625421,Harald,1000Lux4,30-Mar-2024 02:45:32,5.14314236111111
151.0663507109,-0.386939159648178,Harald,1000Lux4,30-Mar-2024 03:20:32,5.17001135466035
439570.7,-0.279359082558091,Harald,1000Lux4,30-Mar-2024 03:25:32,5.17186923225309
221779.28,-0.332679453244711,Harald,1000Lux4,30-Mar-2024 03:30:32,5.17534143518519
36655.995,-0.378001909836093,Harald,1000Lux4,30-Mar-2024 03:35:32,5.17881365740741
37539.06,-0.377785715124931,Harald,1000Lux4,30-Mar-2024 03:40:32,5.18228587962963
1016136.18430034,-0.138202533103548,Harald,1000Lux4,30-Mar-2024 03:45:32,5.18486980154215
44513.0798004988,-0.376078313975068,Harald,1000Lux4,30-Mar-2024 04:20:32,5.21156783966011
3084608.01,0.36820715237046,Harald,1000Lux4,30-Mar-2024 04:25:32,5.21353588348765
5178818.8,0.880918330885763,Harald,1000Lux4,30-Mar-2024 04:30:32,5.21700810185185
5109546.86,0.863958959763707,Harald,1000Lux4,30-Mar-2024 04:35:32,5.22048032407407
785784.03,-0.194598061704977,Harald,1000Lux4,30-Mar-2024 04:40:32,5.2239525462963
423628.44,-0.283262116078798,Harald,1000Lux4,30-Mar-2024 04:45:32,5.22742476851852
1321063.455,-0.0635492932919642,Harald,1000Lux4,30-Mar-2024 04:50:32,5.23089699074074
908112.545,-0.164649215394392,Harald,1000Lux4,30-Mar-2024 04:55:32,5.23436921296296
5300170.07,0.91062792504559,Harald,1000Lux4,30-Mar-2024 05:00:32,5.23784143518519
880397.87,-0.171434408054687,Harald,1000Lux4,30-Mar-2024 05:05:32,5.24131365740741
222345.89,-0.332540734027789,Harald,1000Lux4,30-Mar-2024 05:10:32,5.24478587962963
6797306.35,1.27716147084822,Harald,1000Lux4,30-Mar-2024 05:15:32,5.24825810185185
1731817.87449393,0.0370128771947529,Harald,1000Lux4,30-Mar-2024 05:20:32,5.25171775815964
270723.49635796,-0.320696778448924,Harald,1000Lux4,30-Mar-2024 05:25:32,5.25513484217829
768051.287779238,-0.198939446634197,Harald,1000Lux4,30-Mar-2024 06:20:32,5.2946929448338
2003765.18,0.103591859676301,Harald,1000Lux4,30-Mar-2024 06:25:32,5.29686921296296
1255862.25,-0.0795120544503895,Harald,1000Lux4,30-Mar-2024 06:30:32,5.30034143518519
495607.8,-0.265639905998228,Harald,1000Lux4,30-Mar-2024 06:35:32,5.30381365740741
134369.445,-0.354079400055547,Harald,1000Lux4,30-Mar-2024 06:40:32,5.30728587962963
18602.6052163604,-0.382421796695793,Harald,1000Lux4,30-Mar-2024 06:45:32,5.30999827109267
16713.0914826498,-0.382884393306344,Harald,1000Lux4,30-Mar-2024 07:20:32,5.33624953752385
209213.257525084,-0.335755905826814,Harald,1000Lux4,30-Mar-2024 07:25:32,5.33854001765143
749394.85,-0.203506973573874,Harald,1000Lux4,30-Mar-2024 07:30:32,5.34200810185185
214227.37,-0.334528335264912,Harald,1000Lux4,30-Mar-2024 07:35:32,5.34548032407407
372429.71,-0.29579674789434,Harald,1000Lux4,30-Mar-2024 07:40:32,5.3489525462963
1705838.6226931,0.0306525562225985,Harald,1000Lux4,30-Mar-2024 07:45:32,5.35241514059771
621267.975,-0.234875392356938,Harald,1000Lux4,30-Mar-2024 07:50:32,5.35589699074074
349696.29,-0.301362414261613,Harald,1000Lux4,30-Mar-2024 07:55:32,5.35936921296296
1409887.01,-0.0418032351676193,Harald,1000Lux4,30-Mar-2024 08:00:32,5.36284143518518
691267.855,-0.217737804707163,Harald,1000Lux4,30-Mar-2024 08:05:32,5.36631365740741
131309.275,-0.354828600362722,Harald,1000Lux4,30-Mar-2024 08:10:32,5.36978587962963
623557.365,-0.234314896799096,Harald,1000Lux4,30-Mar-2024 08:15:32,5.37325810185185
281872.937900776,-0.317967137602596,Harald,1000Lux4,30-Mar-2024 08:20:32,5.37672529484007
218468.445,-0.33349002213435,Harald,1000Lux4,30-Mar-2024 08:25:32,5.3802025462963
1455674.725,-0.0305933448207282,Harald,1000Lux4,30-Mar-2024 08:30:32,5.38367476851852
677238.605,-0.22117248918856,Harald,1000Lux4,30-Mar-2024 08:35:32,5.38714699074074
3945405.815,0.578950339814803,Harald,1000Lux4,30-Mar-2024 08:40:32,5.39061921296296
7065129.69521808,1.3427308125861,Harald,1000Lux4,30-Mar-2024 08:45:32,5.39345660360834
501660.101427498,-0.264158162798147,Harald,1000Lux4,30-Mar-2024 09:20:32,5.41936292157108
925107.19,-0.160488533715162,Harald,1000Lux4,30-Mar-2024 09:25:32,5.42186921296296
149600,-0.350350608359515,Harald,1000Lux4,30-Mar-2024 09:30:32,5.42534143518518
436753.12,-0.280048891229338,Harald,1000Lux4,30-Mar-2024 09:35:32,5.42881365740741
2277297.475,0.170558884199868,Harald,1000Lux4,30-Mar-2024 09:40:32,5.43228587962963
2492668.435,0.223286670364874,Harald,1000Lux4,30-Mar-2024 09:45:32,5.43575810185185
6335854.355,1.16418736274294,Harald,1000Lux4,30-Mar-2024 09:50:32,5.43923032407408
3197153.11,0.395760792688164,Harald,1000Lux4,30-Mar-2024 09:55:32,5.4427025462963
3878846.14,0.562654993819164,Harald,1000Lux4,30-Mar-2024 10:00:32,5.44617476851852
3410632.14,0.448025390684821,Harald,1000Lux4,30-Mar-2024 10:05:32,5.44964699074074
489489.84,-0.267137723933598,Harald,1000Lux4,30-Mar-2024 10:10:32,5.45311921296296
796807.255,-0.191899321583983,Harald,1000Lux4,30-Mar-2024 10:15:32,5.45659143518519
409782.157094595,-0.286652005988823,Harald,1000Lux4,30-Mar-2024 10:20:32,5.46006420873999
399533.915,-0.289161012392151,Harald,1000Lux4,30-Mar-2024 10:25:32,5.46353587962963
4080726.92,0.61208007229151,Harald,1000Lux4,30-Mar-2024 10:30:32,5.46700810185185
5210901.71,0.888772968382067,Harald,1000Lux4,30-Mar-2024 10:35:32,5.47048032407408
6978512.325,1.32152487946014,Harald,1000Lux4,30-Mar-2024 10:40:32,5.4739525462963
508259.795,-0.262542405355984,Harald,1000Lux4,30-Mar-2024 10:45:32,5.47742476851852
4488635.375,0.711945484927185,Harald,1000Lux4,30-Mar-2024 10:50:32,5.48089699074074
280355.33,-0.318338683074068,Harald,1000Lux4,30-Mar-2024 10:55:32,5.48436921296296
908758.12,-0.164491163721346,Harald,1000Lux4,30-Mar-2024 11:00:32,5.48784143518518
505439.58,-0.2632328591361,Harald,1000Lux4,30-Mar-2024 11:05:32,5.49131365740741
439436.315,-0.279391983110438,Harald,1000Lux4,30-Mar-2024 11:10:32,5.49478587962963
2352873.44,0.189061626267479,Harald,1000Lux4,30-Mar-2024 11:15:32,5.49825810185185
7726673.80896226,1.50469209356948,Harald,1000Lux4,30-Mar-2024 11:20:32,5.50173308500549
3718510.555,0.523401138793765,Harald,1000Lux4,30-Mar-2024 11:25:32,5.5052025462963
3028046.715,0.35435964076547,Harald,1000Lux4,30-Mar-2024 11:30:32,5.50867476851852
3326147.07,0.427341493909251,Harald,1000Lux4,30-Mar-2024 11:35:32,5.51214699074074
3853487.495,0.55644661172812,Harald,1000Lux4,30-Mar-2024 11:40:32,5.51561921296296
537217.198996656,-0.255452963929761,Harald,1000Lux4,30-Mar-2024 11:45:32,5.51908861327883
3057508.48,0.361572561416266,Harald,1000Lux4,30-Mar-2024 11:50:32,5.52256365740741
4261007.245,0.656216860400541,Harald,1000Lux4,30-Mar-2024 11:55:32,5.52603587962962
9543755.205,1.94955559464081,Harald,1000Lux4,30-Mar-2024 12:00:32,5.52950810185185
4243663.42,0.651970691391113,Harald,1000Lux4,30-Mar-2024 12:05:32,5.53298032407408
753666.1,-0.202461272906257,Harald,1000Lux4,30-Mar-2024 12:10:32,5.5364525462963
190377.73,-0.340367278073322,Harald,1000Lux4,30-Mar-2024 12:15:32,5.53992476851853
1599926.62841714,0.00472285341358433,Harald,1000Lux4,30-Mar-2024 12:20:32,5.5434028480894
172108.85,-0.3448399219159,Harald,1000Lux4,30-Mar-2024 12:25:32,5.54686921296297
108758.69,-0.360349504498433,Harald,1000Lux4,30-Mar-2024 12:30:32,5.55034143518518
102936.02,-0.361775028620484,Harald,1000Lux4,30-Mar-2024 12:35:32,5.55381365740741
4562704.63,0.730079349581174,Harald,1000Lux4,30-Mar-2024 12:40:32,5.55728587962962
4601745.3,0.739637407452572,Harald,1000Lux4,30-Mar-2024 12:45:32,5.56075810185185
9054982.85,1.82989283129608,Harald,1000Lux4,30-Mar-2024 12:50:32,5.56423032407407
3387256.29,0.442302442613149,Harald,1000Lux4,30-Mar-2024 12:55:32,5.5677025462963
408951.32,-0.286855414102255,Harald,1000Lux4,30-Mar-2024 13:00:32,5.57117476851853
195399.785,-0.339137762997803,Harald,1000Lux4,30-Mar-2024 13:05:32,5.57464699074074
1765094.7,0.0451598127868798,Harald,1000Lux4,30-Mar-2024 13:10:32,5.57811921296297
925085.6,-0.1604938194459,Harald,1000Lux4,30-Mar-2024 13:15:32,5.58159143518518
1874818.66116538,0.0720227731484133,Harald,1000Lux4,30-Mar-2024 13:20:32,5.58507094919102
13175680,2.83873468340074,Harald,1000Lux4,30-Mar-2024 13:25:32,5.58853587962962
13004795.32,2.79689816623094,Harald,1000Lux4,30-Mar-2024 13:30:32,5.59200810185185
16846802.29,3.73751022441478,Harald,1000Lux4,30-Mar-2024 13:35:32,5.59548032407407
13600328.695,2.94269849349477,Harald,1000Lux4,30-Mar-2024 13:40:32,5.5989525462963
765206.72,-0.199635862537228,Harald,1000Lux4,30-Mar-2024 13:45:32,5.60242476851853
